Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name,Last common ancestor with Mouse,Mouse homology type,%id. target Mouse gene identical to query gene,%id. query gene identical to target Mouse gene,Mouse Gene-order conservation score,Mouse Whole-genome alignment coverage,"Mouse orthology confidence [0 low, 1 high]"
ENSG00000157873,TNFRSF14,ENSMUSG00000022074,Tnfrsf10b,Euarchontoglires,ortholog_one2many,18.3746,13.6483,0,0.00,0
ENSG00000157873,TNFRSF14,ENSMUSG00000042333,Tnfrsf14,Euarchontoglires,ortholog_one2many,39.9293,40.942,100,76.46,0
ENSG00000182179,UBA7,ENSMUSG00000032596,Uba7,Euarchontoglires,ortholog_one2one,72.5296,75.1279,100,100.00,1
ENSG00000196290,NIF3L1,ENSMUSG00000026036,Nif3l1,Euarchontoglires,ortholog_one2one,83.0239,83.2447,100,100.00,1
ENSG00000105613,MAST1,ENSMUSG00000053693,Mast1,Eutheria,ortholog_one2one,94.0764,94.0764,100,100.00,1
ENSG00000183763,TRAIP,ENSMUSG00000032586,Traip,Euarchontoglires,ortholog_one2one,79.3177,79.1489,100,100.00,1
ENSG00000170633,RNF34,ENSMUSG00000029474,Rnf34,Eutheria,ortholog_one2one,88.9785,88.0319,100,100.00,1
ENSG00000105499,PLA2G4C,ENSMUSG00000033847,Pla2g4c,Euarchontoglires,ortholog_one2one,57.4861,51.2356,100,89.18,1
ENSG00000119004,CYP20A1,ENSMUSG00000049439,Cyp20a1,Boreoeutheria,ortholog_one2one,83.1169,83.1169,100,100.00,1
ENSG00000204505,PRAMEF9,ENSMUSG00000073723,Gm13102,Euarchontoglires,ortholog_many2many,39.5397,36.4162,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000095763,,Euarchontoglires,ortholog_many2many,39.9582,39.7089,0,3.65,0
ENSG00000204505,PRAMEF9,ENSMUSG00000066031,Pramel25,Euarchontoglires,ortholog_many2many,37.6569,36.1446,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000092073,Gm6205,Euarchontoglires,ortholog_many2many,30.3347,40.39,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000094887,,Euarchontoglires,ortholog_many2many,30.1255,40.1114,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000059218,Pramel26,Euarchontoglires,ortholog_many2many,34.9372,33.8057,50,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000095666,,Euarchontoglires,ortholog_many2many,40.1674,39.9168,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000094855,,Euarchontoglires,ortholog_many2many,39.3305,39.0852,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000079424,Pramel47,Euarchontoglires,ortholog_many2many,40.1674,40.4211,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000095996,Gm16513,Euarchontoglires,ortholog_many2many,40.1674,39.9168,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000096576,Oog1,Euarchontoglires,ortholog_many2many,37.8661,36.4919,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000046435,Pramel24,Euarchontoglires,ortholog_many2many,40.5858,40.9283,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000096259,Pramel38,Euarchontoglires,ortholog_many2many,40.1674,39.9168,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000078625,Gm12789,Euarchontoglires,ortholog_many2many,14.6444,42.6829,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000095718,Pramel40,Euarchontoglires,ortholog_many2many,39.3305,39.0852,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000094560,Pramel39,Euarchontoglires,ortholog_many2many,35.5649,41.769,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000078513,Pramel22,Euarchontoglires,ortholog_many2many,35.9833,37.3913,50,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000073721,Pramel15,Euarchontoglires,ortholog_many2many,41.841,41.9287,50,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000095570,,Euarchontoglires,ortholog_many2many,39.1213,38.9583,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000072821,Gm6351,Euarchontoglires,ortholog_many2many,39.3305,39.0852,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000025838,Pramel6,Euarchontoglires,ortholog_many2many,38.4937,37.9381,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000095505,,Euarchontoglires,ortholog_many2many,26.1506,44.964,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000095954,Gm3183,Euarchontoglires,ortholog_many2many,40.1674,39.9168,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000070686,Pramel34,Euarchontoglires,ortholog_many2many,40.3766,40.6316,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000066688,Pramel21,Euarchontoglires,ortholog_many2many,40.3766,38.523,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000096276,Gm2042,Euarchontoglires,ortholog_many2many,37.8661,36.4919,25,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000072822,Pramel37,Euarchontoglires,ortholog_many2many,40.1674,39.9168,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000094791,,Euarchontoglires,ortholog_many2many,27.1967,46.7626,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000094043,Pramel49,Euarchontoglires,ortholog_many2many,41.2134,40.9563,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000078508,Pramel30,Euarchontoglires,ortholog_many2many,37.0293,37.2632,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000094303,,Euarchontoglires,ortholog_many2many,34.1004,40.1478,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000074720,,Euarchontoglires,ortholog_many2many,12.1339,35.8025,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000092166,Pramel45,Euarchontoglires,ortholog_many2many,40.5858,38.8778,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000038330,Pramel32,Euarchontoglires,ortholog_many2many,38.2845,37.1197,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000073497,AA792892,Euarchontoglires,ortholog_many2many,26.1506,44.964,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000029451,Pramel27,Euarchontoglires,ortholog_many2many,36.1925,35.2342,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000094836,,Euarchontoglires,ortholog_many2many,30.1255,40.1114,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000046133,C130073F10Rik,Euarchontoglires,ortholog_many2many,11.5063,27.3632,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000078626,Gm12790,Euarchontoglires,ortholog_many2many,12.1339,28.8557,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000094722,,Euarchontoglires,ortholog_many2many,40.1674,39.9168,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000096139,Pramel50,Euarchontoglires,ortholog_many2many,40.1674,39.9168,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000078510,Pramel28,Euarchontoglires,ortholog_many2many,41.2134,40.9563,50,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000094337,,Euarchontoglires,ortholog_many2many,41.6318,41.3721,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000070890,Pramel19,Euarchontoglires,ortholog_many2many,37.8661,37.4741,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000078511,Pramel16,Euarchontoglires,ortholog_many2many,42.0502,40.6883,50,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000094383,,Euarchontoglires,ortholog_many2many,40.5858,39.3509,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000094172,,Euarchontoglires,ortholog_many2many,39.3305,39.0852,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000028591,Pramel13,Euarchontoglires,ortholog_many2many,46.0251,47.5162,50,5.92,0
ENSG00000204505,PRAMEF9,ENSMUSG00000070617,Pramel23,Euarchontoglires,ortholog_many2many,35.1464,36.9231,50,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000037028,Pramel18,Euarchontoglires,ortholog_many2many,38.0753,37.6033,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000041805,Pramel1,Euarchontoglires,ortholog_many2many,37.6569,39.3013,0,2.08,0
ENSG00000204505,PRAMEF9,ENSMUSG00000066030,Oog2,Euarchontoglires,ortholog_many2many,34.728,34.874,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000096680,,Euarchontoglires,ortholog_many2many,38.9121,38.75,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000095503,Pramel43,Euarchontoglires,ortholog_many2many,41.0042,40.7484,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000050810,Oog3,Euarchontoglires,ortholog_many2many,38.9121,37.2,50,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000091585,,Euarchontoglires,ortholog_many2many,40.5858,38.8778,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000072814,Gm7982,Euarchontoglires,ortholog_many2many,39.3305,39.0852,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000096066,Pramel46,Euarchontoglires,ortholog_many2many,41.2134,40.9563,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000094474,,Euarchontoglires,ortholog_many2many,40.1674,39.9168,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000036749,Pramel5,Euarchontoglires,ortholog_many2many,38.4937,36.8,50,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000046862,Pramel12,Euarchontoglires,ortholog_many2many,42.6778,42.5,0,6.36,0
ENSG00000204505,PRAMEF9,ENSMUSG00000095076,,Euarchontoglires,ortholog_many2many,33.682,39.7531,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000096728,,Euarchontoglires,ortholog_many2many,40.1674,39.9168,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000035201,Pramel17,Euarchontoglires,ortholog_many2many,37.4477,37.605,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000073724,Pramel4,Euarchontoglires,ortholog_many2many,39.1213,37.1769,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000047799,Oog4,Euarchontoglires,ortholog_many2many,38.0753,36.255,50,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000025839,Pramel7,Euarchontoglires,ortholog_many2many,34.728,34.6555,0,2.20,0
ENSG00000204505,PRAMEF9,ENSMUSG00000096154,Gm13057,Euarchontoglires,ortholog_many2many,41.4226,41.1642,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000095523,,Euarchontoglires,ortholog_many2many,40.1674,39.9168,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000095728,,Euarchontoglires,ortholog_many2many,35.5649,41.8719,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000072813,E330014E10Rik,Euarchontoglires,ortholog_many2many,41.6318,41.3721,0,1.08,0
ENSG00000204505,PRAMEF9,ENSMUSG00000096044,Pramel33,Euarchontoglires,ortholog_many2many,39.749,39.3375,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000095074,Pramel42,Euarchontoglires,ortholog_many2many,40.1674,39.9168,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000094195,Pramel44,Euarchontoglires,ortholog_many2many,39.749,39.501,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000095409,Gm13043,Euarchontoglires,ortholog_many2many,41.4226,41.1642,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000070677,Pramel48,Euarchontoglires,ortholog_many2many,41.6318,41.3721,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000070619,Pramel31,Euarchontoglires,ortholog_many2many,42.2594,41.9958,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000079423,Gm3286,Euarchontoglires,ortholog_many2many,41.6318,41.3721,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000107392,Pramel35,Euarchontoglires,ortholog_many2many,40.1674,39.9168,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000046262,Pramel29,Euarchontoglires,ortholog_many2many,39.1213,37.5502,50,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000096230,Pramel36,Euarchontoglires,ortholog_many2many,41.2134,40.9563,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000078509,Pramel14,Euarchontoglires,ortholog_many2many,36.4017,36.6316,50,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000094741,,Euarchontoglires,ortholog_many2many,35.5649,41.769,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000078512,Pramel11,Euarchontoglires,ortholog_many2many,40.3766,40.7173,50,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000096236,,Euarchontoglires,ortholog_many2many,35.5649,41.769,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000070616,Gm13040,Euarchontoglires,ortholog_many2many,41.4226,41.1642,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000095475,,Euarchontoglires,ortholog_many2many,41.0042,40.7484,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000096756,,Euarchontoglires,ortholog_many2many,40.1674,39.9168,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000074011,Pramel41,Euarchontoglires,ortholog_many2many,39.1213,38.8773,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000096550,Gm16367,Euarchontoglires,ortholog_many2many,40.1674,39.9168,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000096742,Gm6367,Euarchontoglires,ortholog_many2many,24.0586,40.0697,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000070618,Pramel20,Euarchontoglires,ortholog_many2many,41.0042,40.7484,0,0.00,0
ENSG00000204505,PRAMEF9,ENSMUSG00000066027,Pramel51,Euarchontoglires,ortholog_many2many,37.8661,34.8077,25,0.00,0
ENSG00000177151,OR2T35,ENSMUSG00000091809,Olfr721-ps1,Euarchontoglires,ortholog_one2many,82.9721,83.2298,0,100.00,1
ENSG00000168264,IRF2BP2,ENSMUSG00000051495,Irf2bp2,Eutheria,ortholog_one2one,86.3714,88.9474,75,100.00,1
ENSG00000286190,,ENSMUSG00000018451,6330403K07Rik,Euarchontoglires,ortholog_one2one,73.1092,71.9008,100,100.00,1
ENSG00000162775,RBM15,ENSMUSG00000048109,Rbm15,Euarchontoglires,ortholog_one2one,92.8352,94.2827,100,100.00,1
ENSG00000178971,CTC1,ENSMUSG00000020898,Ctc1,Euarchontoglires,ortholog_one2one,68.6113,68.8944,100,100.00,1
ENSG00000081692,JMJD4,ENSMUSG00000036819,Jmjd4,Euarchontoglires,ortholog_one2one,75.5396,73.7705,75,100.00,1
ENSG00000179023,KLHDC7A,ENSMUSG00000078234,Klhdc7a,Euarchontoglires,ortholog_one2one,69.112,69.4696,100,100.00,1
ENSG00000173171,MTX1,ENSMUSG00000064068,Mtx1,Euarchontoglires,ortholog_one2one,76.6094,77.4403,100,100.00,1
ENSG00000185453,ZSWIM9,ENSMUSG00000070814,Zswim9,Euarchontoglires,ortholog_one2one,67.0652,72.6737,50,98.05,1
ENSG00000164076,CAMKV,ENSMUSG00000032936,Camkv,Euarchontoglires,ortholog_one2one,94.6108,92.5781,100,100.00,1
ENSG00000143862,ARL8A,ENSMUSG00000026426,Arl8a,Boreoeutheria,ortholog_one2one,99.4624,99.4624,100,100.00,1
ENSG00000170075,GPR37L1,ENSMUSG00000026424,Gpr37l1,Euarchontoglires,ortholog_one2one,90.8524,90.8524,100,100.00,1
ENSG00000143376,SNX27,ENSMUSG00000028136,Snx27,Eutheria,ortholog_one2one,98.5213,98.8868,100,99.93,1
ENSG00000176771,NCKAP5,ENSMUSG00000049690,Nckap5,Eutheria,ortholog_one2one,64.6412,64.6412,100,99.28,1
ENSG00000176946,THAP4,ENSMUSG00000026279,Thap4,Euarchontoglires,ortholog_one2one,83.1889,84.3585,100,100.00,1
ENSG00000091592,NLRP1,ENSMUSG00000070390,Nlrp1b,Euarchontoglires,ortholog_one2many,41.8873,52.4214,100,70.89,0
ENSG00000091592,NLRP1,ENSMUSG00000069830,Nlrp1a,Euarchontoglires,ortholog_one2many,44.7386,50.6923,100,87.56,0
ENSG00000150676,CCDC83,ENSMUSG00000030617,Ccdc83,Euarchontoglires,ortholog_one2one,63.1961,63.9706,100,100.00,1
ENSG00000164078,MST1R,ENSMUSG00000032584,Mst1r,Euarchontoglires,ortholog_one2one,74.2143,75.3991,100,100.00,1
ENSG00000159409,CELF3,ENSMUSG00000028137,Celf3,Euarchontoglires,ortholog_one2one,99.5699,93.7247,100,100.00,1
ENSG00000111291,GPRC5D,ENSMUSG00000030205,Gprc5d,Boreoeutheria,ortholog_one2one,81.1594,81.3953,100,100.00,1
ENSG00000139269,INHBE,ENSMUSG00000047492,Inhbe,Euarchontoglires,ortholog_one2one,82.2857,82.2857,100,100.00,1
ENSG00000137501,SYTL2,ENSMUSG00000030616,Sytl2,Euarchontoglires,ortholog_one2one,62.8406,65.3507,100,99.71,1
ENSG00000110888,CAPRIN2,ENSMUSG00000030309,Caprin2,Euarchontoglires,ortholog_one2one,80.1914,81.2803,50,100.00,1
ENSG00000064933,PMS1,ENSMUSG00000026098,Pms1,Euarchontoglires,ortholog_one2one,74.5708,75.7906,75,100.00,1
ENSG00000178796,RIIAD1,ENSMUSG00000028139,Riiad1,Euarchontoglires,ortholog_one2one,77.1739,59.6639,100,100.00,1
ENSG00000143436,MRPL9,ENSMUSG00000028140,Mrpl9,Euarchontoglires,ortholog_one2one,69.6629,69.403,100,93.97,1
ENSG00000164077,MON1A,ENSMUSG00000032583,Mon1a,Euarchontoglires,ortholog_one2one,94.2342,94.0648,100,100.00,1
ENSG00000143450,OAZ3,ENSMUSG00000028141,Oaz3,Eutheria,ortholog_one2one,86.8085,83.9506,100,100.00,1
ENSG00000004534,RBM6,ENSMUSG00000032582,Rbm6,Euarchontoglires,ortholog_one2one,88.8691,89.2665,100,100.00,1
ENSG00000213171,LINGO4,ENSMUSG00000044505,Lingo4,Euarchontoglires,ortholog_one2one,94.2664,94.2664,100,100.00,1
ENSG00000196407,THEM5,ENSMUSG00000028148,Them5,Euarchontoglires,ortholog_one2one,74.8988,61.4618,100,100.00,1
ENSG00000159445,THEM4,ENSMUSG00000028145,Them4,Eutheria,ortholog_one2one,66.6667,69.5652,100,100.00,1
ENSG00000197747,S100A10,ENSMUSG00000041959,S100a10,Theria,ortholog_one2one,91.7526,91.7526,100,100.00,1
ENSG00000142227,EMP3,ENSMUSG00000040212,Emp3,Boreoeutheria,ortholog_one2one,92.0245,92.0245,50,100.00,1
ENSG00000123473,STIL,ENSMUSG00000028718,Stil,Euarchontoglires,ortholog_one2one,72.9814,74.4849,100,100.00,1
ENSG00000198090,KRTAP4-6,ENSMUSG00000045109,Krtap4-7,Eutheria,ortholog_many2many,55.122,67.2619,50,0.00,0
ENSG00000198090,KRTAP4-6,ENSMUSG00000078130,Gm11555,Eutheria,ortholog_many2many,56.5854,66.2857,50,0.00,0
ENSG00000266826,IGBP1P2,ENSMUSG00000031221,Igbp1,Euarchontoglires,ortholog_one2many,68.8235,68.8235,0,0.00,0
ENSG00000212722,KRTAP4-9,ENSMUSG00000110324,Gm40460,Euteleostomi,ortholog_many2many,38.5714,33.1967,0,0.00,0
ENSG00000212722,KRTAP4-9,ENSMUSG00000056885,Gm4559,Euteleostomi,ortholog_many2many,27.1429,28.6432,0,0.00,0
ENSG00000212722,KRTAP4-9,ENSMUSG00000054759,Krtap5-2,Euteleostomi,ortholog_many2many,33.8095,19.346,0,0.00,0
ENSG00000212722,KRTAP4-9,ENSMUSG00000109859,Gm45618,Euteleostomi,ortholog_many2many,38.5714,36.9863,0,0.00,0
ENSG00000105486,LIG1,ENSMUSG00000056394,Lig1,Euarchontoglires,ortholog_one2one,83.5691,83.8428,75,100.00,1
ENSG00000240871,KRTAP4-7,ENSMUSG00000045109,Krtap4-7,Eutheria,ortholog_many2many,63.2258,58.3333,0,0.00,0
ENSG00000240871,KRTAP4-7,ENSMUSG00000078130,Gm11555,Eutheria,ortholog_many2many,65.8064,58.2857,0,0.00,0
ENSG00000180042,OR1R1P,ENSMUSG00000049041,Olfr398,Euarchontoglires,ortholog_one2one,81.5287,81.5287,75,100.00,1
ENSG00000214518,KRTAP2-2,ENSMUSG00000110324,Gm40460,Euteleostomi,ortholog_many2many,34.1463,17.2131,0,0.00,0
ENSG00000214518,KRTAP2-2,ENSMUSG00000056885,Gm4559,Euteleostomi,ortholog_many2many,30.8943,19.0955,0,0.00,0
ENSG00000214518,KRTAP2-2,ENSMUSG00000054759,Krtap5-2,Euteleostomi,ortholog_many2many,32.5203,10.8992,0,0.00,0
ENSG00000214518,KRTAP2-2,ENSMUSG00000109859,Gm45618,Euteleostomi,ortholog_many2many,34.9594,19.6347,0,0.00,0
ENSG00000263429,TMEM238L,ENSMUSG00000085683,Tmem238l,Euarchontoglires,ortholog_one2one,70.8861,70.8861,100,100.00,1
ENSG00000186393,KRT26,ENSMUSG00000075570,Krt26,Euarchontoglires,ortholog_one2one,76.7094,77.7056,100,100.00,1
ENSG00000241241,KRTAP4-16,ENSMUSG00000110324,Gm40460,Euteleostomi,ortholog_many2many,19.5745,18.8525,0,0.00,0
ENSG00000241241,KRTAP4-16,ENSMUSG00000056885,Gm4559,Euteleostomi,ortholog_many2many,19.1489,22.6131,0,0.00,0
ENSG00000241241,KRTAP4-16,ENSMUSG00000054759,Krtap5-2,Euteleostomi,ortholog_many2many,18.7234,11.9891,25,0.00,0
ENSG00000241241,KRTAP4-16,ENSMUSG00000109859,Gm45618,Euteleostomi,ortholog_many2many,20.4255,21.9178,0,0.00,0
ENSG00000239697,TNFSF12,ENSMUSG00000097328,Tnfsf12,Euarchontoglires,ortholog_one2one,88.755,88.755,100,100.00,1
ENSG00000003402,CFLAR,ENSMUSG00000026031,Cflar,Eutheria,ortholog_one2one,66.25,65.7025,75,100.00,1
ENSG00000108828,VAT1,ENSMUSG00000034993,Vat1,Eutheria,ortholog_one2one,90.3308,87.4384,100,100.00,1
ENSG00000108830,RND2,ENSMUSG00000001313,Rnd2,Euarchontoglires,ortholog_one2one,98.6784,98.6784,100,100.00,1
ENSG00000188554,NBR1,ENSMUSG00000017119,Nbr1,Euarchontoglires,ortholog_one2one,84.9896,83.0972,100,100.00,1
ENSG00000198854,C1orf68,ENSMUSG00000090314,2310050C09Rik,Euarchontoglires,ortholog_one2one,76.4,68.2143,75,100.00,1
ENSG00000020129,NCDN,ENSMUSG00000028833,Ncdn,Euarchontoglires,ortholog_one2one,98.2167,98.2167,100,100.00,1
ENSG00000003756,RBM5,ENSMUSG00000032580,Rbm5,Euarchontoglires,ortholog_one2one,98.0368,98.0368,100,100.00,1
ENSG00000184988,TMEM106A,ENSMUSG00000034947,Tmem106a,Euarchontoglires,ortholog_one2one,66.0305,66.2835,100,100.00,1
ENSG00000116819,TFAP2E,ENSMUSG00000042477,Tfap2e,Euarchontoglires,ortholog_one2one,93.2127,93.2127,100,100.00,1
ENSG00000172081,MOB3A,ENSMUSG00000003348,Mob3a,Euarchontoglires,ortholog_one2one,94.47,94.47,100,100.00,1
ENSG00000111247,RAD51AP1,ENSMUSG00000030346,Rad51ap1,Eutheria,ortholog_one2one,63.2836,62.908,100,100.00,1
ENSG00000236383,CCDC200,ENSMUSG00000085486,Gm11634,Euarchontoglires,ortholog_one2one,39.881,38.9535,100,100.00,0
ENSG00000099840,IZUMO4,ENSMUSG00000055862,Izumo4,Euarchontoglires,ortholog_one2one,73.7069,75.3304,100,100.00,1
ENSG00000153250,RBMS1,ENSMUSG00000026970,Rbms1,Euarchontoglires,ortholog_one2one,90.3941,88.0096,100,100.00,1
ENSG00000225190,PLEKHM1,ENSMUSG00000034247,Plekhm1,Boreoeutheria,ortholog_one2one,83.5227,82.1229,50,100.00,1
ENSG00000030066,NUP160,ENSMUSG00000051329,Nup160,Euarchontoglires,ortholog_one2one,92.7247,92.7247,100,100.00,1
ENSG00000114013,CD86,ENSMUSG00000022901,Cd86,Euarchontoglires,ortholog_one2one,45.5927,48.5437,100,95.13,0
ENSG00000186603,HPDL,ENSMUSG00000043155,Hpdl,Euarchontoglires,ortholog_one2one,78.7062,78.7062,100,100.00,1
ENSG00000197454,OR2L5,ENSMUSG00000045341,Olfr167,Euarchontoglires,ortholog_one2many,80.4487,80.4487,0,100.00,1
ENSG00000117643,MAN1C1,ENSMUSG00000037306,Man1c1,Euarchontoglires,ortholog_one2one,87.9365,88.64,100,100.00,1
ENSG00000036828,CASR,ENSMUSG00000051980,Casr,Euarchontoglires,ortholog_one2one,93.5065,93.4198,100,100.00,1
ENSG00000131944,FAAP24,ENSMUSG00000030493,Faap24,Euarchontoglires,ortholog_one2one,81.3953,79.1855,100,100.00,1
ENSG00000010219,DYRK4,ENSMUSG00000030345,Dyrk4,Euarchontoglires,ortholog_one2one,73.3438,73.576,100,100.00,1
ENSG00000162430,SELENON,ENSMUSG00000050989,Selenon,Euarchontoglires,ortholog_one2one,84.0678,89.0485,100,98.65,1
ENSG00000012048,BRCA1,ENSMUSG00000017146,Brca1,Euarchontoglires,ortholog_one2one,55.3408,56.8985,100,100.00,1
ENSG00000121552,CSTA,ENSMUSG00000059657,Stfa2l1,Eutheria,ortholog_one2many,58.1633,55.3398,0,0.00,0
ENSG00000121552,CSTA,ENSMUSG00000095620,Csta2,Eutheria,ortholog_one2many,57.1429,57.732,0,0.00,0
ENSG00000121552,CSTA,ENSMUSG00000054905,Stfa3,Eutheria,ortholog_one2many,60.2041,57.2816,100,0.00,1
ENSG00000121552,CSTA,ENSMUSG00000022902,Stfa2,Eutheria,ortholog_one2many,59.1837,56.3107,100,0.00,1
ENSG00000121552,CSTA,ENSMUSG00000034362,Csta1,Eutheria,ortholog_one2many,63.2653,63.9175,100,100.00,1
ENSG00000121552,CSTA,ENSMUSG00000071562,Stfa1,Eutheria,ortholog_one2many,56.1224,42.9688,0,0.00,0
ENSG00000121552,CSTA,ENSMUSG00000094733,Csta3,Eutheria,ortholog_one2many,56.1224,56.701,0,27.60,0
ENSG00000121552,CSTA,ENSMUSG00000071561,Cstdc5,Eutheria,ortholog_one2many,58.1633,58.7629,100,0.00,1
ENSG00000121552,CSTA,ENSMUSG00000079597,Cstdc4,Eutheria,ortholog_one2many,59.1837,59.7938,0,0.00,0
ENSG00000121552,CSTA,ENSMUSG00000079594,Cstdc6,Eutheria,ortholog_one2many,58.1633,59.375,100,0.00,1
ENSG00000160124,MIX23,ENSMUSG00000075229,Ccdc58,Boreoeutheria,ortholog_one2one,96.5278,96.5278,100,100.00,1
ENSG00000115257,PCSK4,ENSMUSG00000020131,Pcsk4,Boreoeutheria,ortholog_one2one,69.404,80,100,100.00,1
ENSG00000173212,MAB21L3,ENSMUSG00000044313,Mab21l3,Euarchontoglires,ortholog_one2one,76.5193,64.5688,100,100.00,1
ENSG00000114023,FAM162A,ENSMUSG00000003955,Fam162a,Euarchontoglires,ortholog_one2one,79.2208,78.7097,100,100.00,1
ENSG00000163531,NFASC,ENSMUSG00000026442,Nfasc,Euarchontoglires,ortholog_one2one,96.2097,88.5672,100,100.00,1
